E02387;fullName;jobTitle;department;businessUnit;gender;age;hireDate;annualSalary;country;city;active
E01496;Dylan Dominguez;Sr. Analyst;Marketing;Research & Development;Male;42;7.04.2015;$99.697 ;Brazil;Rio de Janerio;P
E01870;Everett Lee;Network Administrator;IT;Research & Development;Male;45;26.02.2010;$90.770 ;United States;Columbus;P
E03971;Madelyn Mehta;Analyst;Sales;Speciality Products;Female;64;28.01.2005;$55.369 ;United States;Phoenix;P
E03616;Athena Vasquez;Field Engineer;Engineering;Speciality Products;Female;59;16.09.2014;$69.578 ;Brazil;Rio de Janerio;P
E00153;William Watson;Director;Accounting;Speciality Products;Male;41;4.06.2013;$167.526 ;United States;Miami;P
E02313;Everleigh Nunez;Field Engineer;Engineering;Speciality Products;Female;42;5.02.2021;$65.507 ;Brazil;Manaus;P
E02960;Leo Fernandez;Manager;Finance;Research & Development;Male;54;28.04.1998;$108.268 ;Brazil;Sao Paulo;P
E00096;Joshua Lin;Technical Architect;IT;Research & Development;Male;37;5.02.2016;$80.055 ;China;Beijing;P
E02140;Alexander Rivera;Sr. Analyst;Sales;Research & Development;Male;58;27.04.2009;$76.802 ;Brazil;Manaus;P
E00826;David Desai;Vice President;Sales;Speciality Products;Male;47;22.11.2016;$253.249 ;United States;Austin;P
E03881;Aubrey Yoon;Sr. Business Partner;Human Resources;Research & Development;Female;60;11.11.2005;$78.388 ;China;Chongqing;P
E02604;Grayson Brown;Vice President;IT;Corporate;Male;38;22.06.2016;$249.870 ;United States;Chicago;P
E02613;Noah Chen;Sr. Manger;Marketing;Manufacturing;Male;63;1.03.2015;$148.321 ;China;Beijing;P
E00864;Ella Nguyen;Service Desk Analyst;IT;Corporate;Female;60;10.02.2004;$90.258 ;China;Chongqing;P
E01760;Athena Jordan;System Administrator ;IT;Manufacturing;Female;42;19.02.2011;$72.486 ;United States;Seattle;P
E03223;Adrian Ruiz;Sr. Analyst;Finance;Corporate;Male;34;4.09.2014;$95.499 ;Brazil;Sao Paulo;P
E01262;Zoe Sanchez;Sr. Analyst;Accounting;Research & Development;Female;53;23.12.2004;$90.212 ;Brazil;Sao Paulo;P
E01075;Jameson Chen;Vice President;Marketing;Research & Development;Male;39;5.12.2019;$254.057 ;China;Shanghai;P
E00364;Liliana Soto;Business Partner;Human Resources;Manufacturing;Female;58;12.10.2010;$43.001 ;United States;Austin;P
E04108;Lincoln Reyes;Computer Systems Manager;IT;Manufacturing;Male;60;3.08.1998;$85.120 ;United States;Seattle;P
E02917;Grayson Soto;Business Partner;Human Resources;Manufacturing;Male;34;3.08.2015;$52.200 ;United States;Columbus;P
E03393;Julia Morris;Sr. Manger;Human Resources;Corporate;Female;60;18.10.2008;$150.855 ;United States;Phoenix;P
E02977;Ava Ortiz;Enterprise Architect;IT;Manufacturing;Female;53;20.07.2004;$65.702 ;United States;Columbus;P
E03371;Carson Chau;Director;Finance;Corporate;Male;58;12.10.2007;$162.038 ;China;Chongqing;P
E02531;Lillian Chen;Sr. Manger;Marketing;Research & Development;Female;25;9.04.2020;$157.057 ;United States;Columbus;P
E02473;Josiah Lewis;Manager;IT;Research & Development;Male;46;11.08.2021;$127.559 ;United States;Austin;P
E02468;Claire Jones;Field Engineer;Engineering;Corporate;Female;39;12.03.2019;$62.644 ;United States;Seattle;P
E03697;Jeremiah Lu;Network Architect;IT;Manufacturing;Male;50;6.03.2001;$73.907 ;China;Shanghai;P
E00593;Nova Hill;Sr. Analyst;Accounting;Manufacturing;Female;56;10.03.2018;$90.040 ;United States;Chicago;P
E01103;Peyton Cruz;Development Engineer;Engineering;Manufacturing;Female;30;26.05.2016;$91.134 ;Brazil;Sao Paulo;P
E03889;Naomi Zhao;Vice President;Human Resources;Speciality Products;Female;45;22.09.2021;$201.396 ;United States;Miami;P
E01958;Rylee Bui;Analyst;Accounting;Corporate;Female;55;22.12.2011;$54.733 ;China;Chongqing;P
E01167;Andrew Reed;System Administrator ;IT;Corporate;Male;28;17.06.2019;$65.341 ;United States;Miami;P
E00099;Brooklyn Collins;Sr. Manger;Finance;Corporate;Female;59;27.10.2018;$139.208 ;United States;Austin;P
E00044;John Jung;Sr. Analyst;Sales;Speciality Products;Male;63;12.03.2018;$73.200 ;China;Shanghai;P
E00711;Samantha Aguilar;Manager;Accounting;Speciality Products;Female;46;24.04.2010;$102.636 ;United States;Seattle;P
E04795;Madeline Acosta;Sr. Account Representative;Sales;Speciality Products;Female;26;9.02.2021;$87.427 ;Brazil;Sao Paulo;P
